"","FARMCODE","PLOTCODE","TREATMENT","NEW.TREATMENT","SEASON","yield.t.ha","N_GrainUptake.kg.ha","P_GrainUptake.kg.ha","K_GrainUptake.kg.ha","S_GrainUptake.kg.ha","Mg_GrainUptake.kg.ha","Ca_GrainUptake.kg.ha","Mn_GrainUptake.kg.ha","B_GrainUptake.kg.ha","Cu_GrainUptake.kg.ha","Mo_GrainUptake.kg.ha","Fe_GrainUptake.kg.ha","Zn_GrainUptake.kg.ha","stov.t.ha","N_StovUptake.kg.ha","P_StovUptake.kg.ha","K_StovUptake.kg.ha","S_StovUptake.kg.ha","Mg_StovUptake.kg.ha","Ca_StovUptake.kg.ha","Mn_StovUptake.kg.ha","B_StovUptake.kg.ha","Cu_StovUptake.kg.ha","Mo_StovUptake.kg.ha","Fe_StovUptake.kg.ha","Zn_StovUptake.kg.ha","N_Uptake.kg.ha","P_Uptake.kg.ha","K_Uptake.kg.ha","S_Uptake.kg.ha","Mg_Uptake.kg.ha","Ca_Uptake.kg.ha","Mn_Uptake.kg.ha","B_Uptake.kg.ha","Cu_Uptake.kg.ha","Mo_Uptake.kg.ha","Fe_Uptake.kg.ha","Zn_Uptake.kg.ha","Man.freq","Man.Use","Type","PLOT","NEWPLOT","TRIALTYPE","LMER.N_Uptake.kg.ha","LMER.P_Uptake.kg.ha","LMER.K_Uptake.kg.ha"
"1","F1","F11","Control","NONE","LR2016",0.533293559322034,6.94561531661017,0.750877331525424,1.45482482983051,0.375438665762712,0.422368498983051,0.093859666440678,0.00530307115389831,0.000610087831864407,0.00398903582372882,8.91666831186441e-05,0.0550486943674576,0.0107469318074576,0.30637037037037,3.07350755555555,0.161763555555555,2.42645333333333,0.296566518518518,1.18626607407407,0.970581333333332,0.0908302364444444,0.00159067496296296,0.00210292622222222,8.08817777777777e-05,1.13018804148148,0.0394433469629629,10.0191228721657,0.912640887080979,3.88127816316384,0.67200518428123,1.60863457305712,1.06444099977401,0.0961333075983427,0.00220076279482737,0.00609196204595104,0.000170048460896422,1.18523673584894,0.0501902787704206,"High","YES","Farm yard","K1",NA,"NOT-RESTAURATION",26.0209534643649,3.65308820555563,39.3847844970661
"2","F1","F12","PK","NONE","LR2016",2.99715242230737,27.429938968957,5.80248708958707,8.43998122121755,2.37374471846744,2.63749413163049,0.527498826326097,0.0134512200713155,0.00290124354479353,0.010813725939685,0.000210999530530439,0.0712123415540231,0.059607367374849,3.34911111111111,10.9047057777778,0.884165333333333,49.8079804444444,1.17888711111111,6.18915733333333,10.9047057777778,0.295900664888889,0.0109047057777778,0.00648387911111111,0.000854693155555555,3.23899233777778,0.0559971377777778,38.3346447467348,6.6866524229204,58.247961665662,3.55263182957855,8.82665146496382,11.4322046041039,0.309351884960204,0.0138059493225713,0.0172976050507961,0.00106569268608599,3.3102046793318,0.115604505152627,"High","YES","Farm yard","K2",NA,"NOT-RESTAURATION",33.438324543537,6.13042236946547,53.4269811286114
"3","F1","F13","NK","NONE","LR2016",3.64071415655484,49.0185754038544,8.00957114442065,10.5726339106353,1.92229707466096,3.20382845776826,0.640765691553652,0.0150579937515108,0.00352421130354509,0.0189025879008327,0.00426109184883179,0.0887460482801808,0.0820180085188675,5.8797037037037,41.910528,3.10448355555555,130.905723259259,1.55224177777778,10.3482785185185,28.4577659259259,0.781812442074074,0.0248358684444444,0.0217313848888889,0.00367363887407407,15.3723677392593,0.10917433837037,90.9291034038544,11.1140546999762,141.478357169894,3.47453885243873,13.5521069762868,29.0985316174796,0.796870435825584,0.0283600797479895,0.0406339727897216,0.00793473072290586,15.4611137875394,0.191192346889238,"High","YES","Farm yard","K3",NA,"NOT-RESTAURATION",57.976355627445,6.11551621496145,81.2988930824822
"4","F1","F14","NP","NONE","LR2016",3.31079227960355,51.5689005471049,5.82699441210225,7.28374301512781,4.37024580907669,2.91349720605112,0.291349720605112,0.0148588357508607,0.00291349720605112,0.0166069340744914,0.000349619664726135,0.0888616647845593,0.0629315396507043,4.33896296296296,28.2553268148148,1.9091437037037,95.4571851851851,1.9091437037037,7.63657481481481,20.618752,0.640326798222222,0.0229097244444444,0.019091437037037,0.000878206103703703,10.9012105481481,0.098511815111111,79.8242273619197,7.73613811580595,102.740928200313,6.27938951278039,10.5500720208659,20.9101017206051,0.655185633973082,0.0258232216504955,0.0356983711115284,0.00122782576842984,10.9900722129327,0.161443354761815,"High","YES","Farm yard","K4",NA,"NOT-RESTAURATION",75.555717277983,8.57316064255075,66.6342587794149
"5","F1","F15","NPK","NONE","LR2016",2.96965669339443,44.164734344162,6.79457451448646,8.10122345958001,2.6132978901871,3.13595746822452,0.26132978901871,0.0167251064971974,0.00287462767920581,0.0130664894509355,0.000627191493644904,0.102702607084353,0.0760469686044446,3.348,25.926912,2.651616,53.326944,0.883872,5.303232,12.079584,0.313185312,0.011195712,0.009722592,0.0009133344,4.37222016,0.046550592,70.091646344162,9.44619051448645,61.42816745958,3.4971698901871,8.43918946822452,12.3409137890187,0.329910418497197,0.0140703396792058,0.0227890814509355,0.0015405258936449,4.47492276708435,0.122597560604445,"High","YES","Farm yard","K5",NA,"NOT-RESTAURATION",81.2583186559387,9.70447641372342,82.8803385359353
"6","F1","F1P1","Control","NPK","LR2018",4.740262683,54.22860509352,8.760005438184,12.097150367016,3.754288044936,4.17143116104,0.417143116104,0.025445730082344,0.007925719205976,0.011680007250912,0.0001251429348312,0.12305721925068,0.103451492793792,3.928296296,18.667263998592,1.382760296192,25.581065479552,2.074140444288,10.37070222144,18.321573924544,0.535473924700352,0.014518983110016,0.017975883850496,0.0009679322073344,1.987717925776,0.072249225476032,72.895869092112,10.142765734376,37.678215846568,5.828428489224,14.54213338248,18.738717040648,0.560919654782696,0.022444702315992,0.029655891101408,0.0010930751421656,2.11077514502668,0.175700718269824,"High","YES","Farm yard","KP1",NA,"NOT-RESTAURATION",78.1355344749353,13.8679097122812,66.5655744336794
"7","F1","F1P2","PK","NPK","LR2018",5.707903866,65.29842022704,12.5573885052,15.06886620624,5.02295540208,5.02295540208,0.502295540208,0.028630845791856,0.008036728643328,0.01004591080416,0.0004018364321664,0.1004591080416,0.101965994662224,3.242814815,15.6952237046,2.8536770372,41.66368474312,1.4268385186,5.7073540744,9.9878696302,0.15095951526788,0.0099878696302,0.01027323733392,0.00057073540744,0.741956029672,0.04080758163196,80.99364393164,15.4110655424,56.73255094936,6.44979392068,10.73030947648,10.490165170408,0.179590361059736,0.018024598273528,0.02031914813808,0.0009725718396064,0.8424151377136,0.142773576294184,"High","YES","Farm yard","KP2",NA,"NOT-RESTAURATION",79.0825024109715,15.1823620639445,75.3333367172289
"8","F1","F1P3","NK","NPK","LR2018",4.909527342,55.300915980288,14.257267401168,16.849497837744,4.32038406096,6.048537685344,0.432038406096,0.026786381177952,0.009072806528016,0.009072806528016,0.00324028804572,0.206514358113888,0.122266868925168,4.862296296,22.249867850496,4.706702814528,68.033249773632,2.567292444288,8.985523555008,18.398929184064,0.659794158182016,0.017971047110016,0.016687400887872,0.0017543165035968,8.70312138613632,0.0855764148096,77.550783830784,18.963970215696,84.882747611376,6.887676505248,15.034061240352,18.83096759016,0.686580539359968,0.027043853638032,0.025760207415888,0.0049946045493168,8.90963574425021,0.207843283734768,"High","YES","Farm yard","KP3",NA,"NOT-RESTAURATION",77.1385272885237,16.7368929865535,73.634346228336
"9","F1","F1P4","NP","NPK","LR2018",6.012953005,65.61334319056,15.34505606876,20.10731484872,5.2913986444,6.87881823772,0.52913986444,0.03598151078192,0.01005365742436,0.01534505606876,0.000952451755992,0.13016840665224,0.14921744177208,4.640925926,22.053680000352,4.08401481488,66.161040001056,2.04200740744,7.351226666784,10.618438518688,0.239731669633456,0.013885650370592,0.009393234074224,0.000816802962976,1.6131858518776,0.115577619261104,87.667023190912,19.42907088364,86.268354849776,7.33340605184,14.230044904504,11.147578383128,0.275713180415376,0.023939307794952,0.024738290142984,0.001769254718968,1.74335425852984,0.264795061033184,"High","YES","Farm yard","KP4",NA,"NOT-RESTAURATION",90.8188328636701,17.3490180267439,63.1577400232585
"10","F1","F1P5","NPK","NPK","LR2018",5.589381708,71.32051059408,16.231564480032,19.182758021856,4.91865590304,7.37798385456,0.491865590304,0.045251634307968,0.011312908576992,0.011312908576992,0.00122966397576,0.163791241571232,0.158872585668192,3.587814815,8.20892029672,0.94718311116,59.04108059564,0.94718311116,4.10446014836,6.63028177812,0.17459742015716,0.00757746488928,0.00347300474092,0.000410446014836,1.0829460237596,0.04830633866916,79.5294308908,17.178747591192,78.223838617496,5.8658390142,11.48244400292,7.122147368424,0.219849054465128,0.018890373466272,0.014785913317912,0.001640109990596,1.24673726533083,0.207178924337352,"High","YES","Farm yard","KP5",NA,"NOT-RESTAURATION",80.9401093562105,15.0894568537912,58.392417958413
